text,ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
مقصره معاكي جدا غصب عني والله اكيد زعلانه مني فاسفه بجد انتي طيبه ومبهجه وتتحبي والله ومتزعليش مني بالله ربنا يعلم معزتك ❤ 💕,2018-Ar-01192,False,False,False,False,False,True,False,False,True,False,False
اليوم حنا في وقتً فيه حتي الحزين يمكن يحسدونه العالم علي دمعه ل,2018-Ar-02841,False,False,False,False,False,False,False,False,True,False,False
مركز ابولو دبي و مركز ابولو دبي فرع ابوظبي يتمنو لكم عيد فطر سعيد ومبارك ابولو عيد الفطر تبريكات دبي ابوظبي رجال معايده فطر سعيد,2018-Ar-00356,False,False,False,False,True,True,False,False,False,False,False
بوفون عندما تشارك الفرح مع زملائك في الفريق وبوجود العائله والاصدقاء في المدرجات وهم سعداء لك وتكون سعيدا معهم هو اعظم الاشباع,2018-Ar-02674,False,False,False,False,True,True,False,False,False,False,False
عن الشخص اللي يخلي الابتسامه توصل لين قلبك,2018-Ar-03625,False,False,False,False,True,True,False,False,False,False,False
بس لازم نعلمه ان انتي الي طلعتي التاق مو علي كيفه ينسبه لجمهوره كل الجماهير شاركت😡,2018-Ar-03956,True,False,True,False,False,False,False,False,False,False,False
الماده سهله وحلوه بحسها لعبه بس الدكتور نبيل خوفنا من كلامو الميد الاول جبت اعلي علامه بيحكي ميد تو صعب جدا 💔 💔 😭,2018-Ar-02046,False,True,False,True,False,False,False,False,True,False,False
انا حزينه بشكل حقيقي وبدون لف ودوران و ماعندي شخص يقول لي لاتحزني فالحزن في عينيك من اعدائي,2018-Ar-00344,False,False,False,False,False,False,False,False,True,False,False
الحمد لله الذي عافانا من مشاهده مسلسلات رمضان ففي القلب حزن والحداد تعلنه الاحاسيس,2018-Ar-00650,False,False,False,False,False,False,False,False,True,False,False
الواحد مش زعلان والله بس حاسس بخيبه امل من ناس كتير,2018-Ar-02258,False,False,False,False,False,False,False,False,True,False,False
🍃🕊 حان وقت الاماني فاسالوا الله ما شئتم ساعه استجابه ابعثوا ما بخواطركم الي السماء و اذكروني بدعوه معاكم,2018-Ar-03097,False,False,False,False,False,True,True,False,False,False,False
عاجبك الصمت الي بيني وبينك طيب اشتقتلك ب الصمت وشلون تنقال الصمت اشتياق,2018-Ar-01791,False,False,False,False,False,True,False,False,False,False,False
يارب سلم قلوب صديقاتي من اذي الدنيا و حزن الايام❤,2018-Ar-01194,False,False,False,False,False,True,True,False,False,False,False
حسبنا الله ونعم الوكيل ظلم قهر خيانه,2018-Ar-02672,True,False,False,False,False,False,False,True,True,False,False
اقسي شعور ان تصدق بكل حواسك وتكافا بالخذلان اقسي شعور ان يخيب املك في من كان كل املك غربه مشاعر,2018-Ar-03011,True,False,False,False,False,False,False,True,True,False,False
التفاؤل ان تثق بان هناك ثمه ضوء في اخر الطريق المظلم و بصيص امل مع نهايه كل صبر و ظنا حسنا بالله لا يحجبه تشاؤم بشر,2018-Ar-02287,False,False,False,False,False,False,True,False,False,False,True
الساخطين من دخول السولار المصري شو جنسكو ما في وصف يوصفكم,2018-Ar-02135,True,False,True,False,False,False,False,False,False,False,False
انا خلصت الماجستير ٢٠١٠ و اتخرجت من الثانويه عام ٢٠٠٠ و الله كابوس الفيزياء الصبح بكره مازال يجيني اصحي و الدمعه علي خدي 😂,2018-Ar-01965,False,False,False,True,False,False,False,False,True,False,False
الله يسعدك محتاجه وظيفه عن بعد مدخله بيانات او مسؤوله عن مواقع تواصل اي شيء ضروري لظروفي متامله رتويت فقط ممكن يغير شيء كثير🙏🏼,2018-Ar-04109,False,False,False,False,False,False,False,False,False,False,False
وبذكر الله واسمائه الحسني احصن سعاده عائلتنا لهذه الليله وان لايشوبها نقص ولاحزن الهي استودعتك فرحه اختي وتمم لها 👰 🏼 👨 🏻 🙏 🏻 💗 افراح ال بخاري,2018-Ar-02061,False,False,False,False,True,True,True,False,False,False,False
شكرا لمن طبخت فطوري ليش رجال يحبون الاكل اكثر من الحريم يبلعون بلع ☹️,2018-Ar-03847,True,False,False,False,True,True,False,False,True,False,False
اي صيغه تناسب هذا التوتر الحاصل الان اي كلمه واي تصريح محسوب علينا والعواطف غالبه لذا يجب مراعاه ذلك هذه وجهه نظري,2018-Ar-02668,False,True,False,True,False,False,False,False,True,False,False
لا تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا راح نبقي سوي رغم اختلاف الدروب شاءٓ من شاء يا خلي وابيٓ من ابي,2018-Ar-01519,False,False,False,True,False,False,True,False,True,False,False
حسبي الله ونعم الوكيل انا باعتذر للكل مش قادره اكمل تهاني بحلول رمضان الحداد مالي قلبي عالاطفال اللي راحت😔😔😔 مصر رمضان كريم المنيا,2018-Ar-03234,True,False,False,False,False,False,False,False,True,False,False
اكره صوتي لما يكون فيه بحه بكي اكرهه شكلي وانا احاول اتكلم بس مخنوقهه من داخلي اكرهه عيوني لما تدمع ب الوقت الغلط 💔 نوبه خروج حكايہ غيم,2018-Ar-01545,False,False,False,False,False,False,False,True,True,False,False
اخي قاسي القلب وش الفايده بانك تصور في وقت المفروض انك تكون متاثر ومرتاع من الحادثف ذا الوقت يا ساعد ي فارق جعلك باللي مانيب قايله,2018-Ar-00939,True,False,True,False,False,False,False,False,True,False,False
في حاجات الزعل فيها لازم يركن علي جمب بالنسبالي حتي لو الشخص اذاني 😅,2018-Ar-03209,False,False,False,False,False,False,False,False,True,False,False
سرني اليوم خبر ترقيه صديقي واخي سعاده الدكتور عبدالمحسن القرني الي درجه استاذ مشارك الرجل المتالق دائما الف مبروك,2018-Ar-01419,False,False,False,False,True,True,False,False,False,False,True
ما راح اسمح لنفسي اظل جبانه هذي هي خطوتي الاولي وراح اتحمل نتيجتها علي الرغم من الخوف اللي يقبع داخلي,2018-Ar-00528,False,False,False,True,False,False,False,False,False,False,False
🎀 كيف نجتمع علي حافه الرسائل الالكترونيه التي ﻻ تملك رائحه وﻻ تفاصيل 🥀 سحر خانوم,2018-Ar-01470,False,False,True,False,False,False,False,False,True,False,False
و مصاريف بقي و طلوع و نزول و تعب و شد اعصاب و ضغط طالع و نازل و مكدره الي في البيت و رايحه درس و جايه من درس و كله بلح البلح في اخر,2018-Ar-03072,True,False,False,False,False,False,False,True,True,False,False
كنت كائن خائف مرتجف متاهب لاي سقوط مفاجئ اما الان فانا ادرك ان بالقرب من ايامي ثقب كبير ثقب سوف يسحبني ببشاعه وساقاومه,2018-Ar-03524,False,False,False,True,False,False,False,False,False,False,False
م تركتك جرح لو حزني حياه م بكيتك ليل عطني اخرك لو تجي بعدي الوف من البنات م تجي مثلي عظيمه تكسرك,2018-Ar-02669,False,False,False,False,False,False,False,False,True,False,False
شيء محبط وكئيب الحاصل في قصه دينا استغاثه تحولت الي دعوات بالقتل ولؤم مرعب,2018-Ar-01455,True,False,False,True,False,False,False,False,True,False,False
الزعل اصلا مرض فالعلاج ما تزعلي اصلا 🌚,2018-Ar-01743,False,False,False,False,False,False,False,False,True,False,False
🛑 يعانون الطالبات من غضب المعلمات لانهن لم يرتحن في عملهن ثم ينعكس ذلك علي اداء المعلمه في الصف ريحوا المعلمات كابوس حوادث المعلمات,2018-Ar-00276,True,False,True,False,False,False,False,True,True,False,False
مش كفايه امتحان الانجليزي جهه صعب كمان جابولهم الفيزيا زفت😤,2018-Ar-01790,True,False,False,False,False,False,False,False,True,False,False
شوفلنا دكتور زميل امراض نفسيه بقي نعالج نفسنا بدل ما ننشر خوفنا الوضيع ده ليطلع وباء ولا حاجه 😂,2018-Ar-01333,False,False,False,True,False,False,False,True,False,False,False
واحد كان بيبيع صواريخ باين وعيل صغير بيشتري منه فعشان يقنعه انه يشتري كتير قاله ده حلو ده تولعه يفرقع ف اي حد من دماغ اصحابك ماركيتينج جميل 💙,2018-Ar-03979,False,False,False,False,False,False,False,True,False,True,False
يارب هالفجر جايب معاه كل خير وسعاده وتوفيق يارب اختبار اجمل مما نتوقع استودعنا كٌل شي عندك وانتّ خير حفيظ 💌🎈,2018-Ar-02029,False,False,False,False,True,False,True,False,False,False,False
غياب عتاب فراق عشق حب قربك اكثر شي احبه في حياتي و دايم اكثر شي احبه اخسره مساء الخير ✨ ❤️ ✨,2018-Ar-00636,False,False,False,False,False,True,False,False,True,False,False
حاليا متنرفزه من اللي عمينتقد اللي مو فرحان بالعيد اكتر من النفسيه اللي مو فرحان بالعيد ذات نفسه خلص فهمنا اقسم بالله,2018-Ar-03613,True,False,False,False,False,False,False,False,False,False,False
صباحووو يا حلوووين 😍✊ بدنا نلعب لعبهه يلي قدها يعلق 😉😜 حنين ☺,2018-Ar-03267,False,False,False,False,True,True,True,False,False,False,False
في ناس لو ضحكت نفسي احنطها من جمالها مساكم سعاده,2018-Ar-02990,False,False,False,False,True,True,True,False,False,False,True
من بعد فرقاك صار فراقهم عادي من جاني رحبت به ومن راح ودعته,2018-Ar-02629,False,False,False,False,False,False,False,False,True,False,False
انا ابي واحد حزين واخليه سعيد ياخي احنا البنات حتي في الحب نبي دراما ودموع,2018-Ar-02484,False,False,False,False,False,True,True,False,False,False,False
وكلهم هيمشوا وانا هرجع تاني لوحدتي ولوحدي مروان عاطف الوحده,2018-Ar-01930,False,False,False,False,False,False,False,False,True,False,False
اخاف قلبي يبطل يتحمل 💔 ✨,2018-Ar-02155,False,False,False,True,False,False,False,False,True,False,False
ميسي عمره ٢٩ ونيمار ٢٥ انريكي هو سبب خوفنا هالموسم لكنه ماشي بعد شهر و سيرجع الرعب الي عشش في قلوبكم من عشر سنين 😉 الليل طويل,2018-Ar-03428,False,False,False,True,False,False,False,False,False,False,False
اعلن بك نصرتي علي كل خطر يهدد عائلتي عل كل ما يحيط ببيتي من اخطار علي كل فكر شرير علي كل عاده رديئه علي كل مخاوف وهميه ماهر صموئيل,2018-Ar-01150,True,False,False,True,False,False,True,False,False,False,False
ترفيه الطيبين جدو سرحان من مسلسل بابا فرحان,2018-Ar-02355,False,False,False,False,False,False,False,False,False,False,False
تقبل الله منا ومنكم صالح الاعمال عيد سعيد عيد الفطر شوال عيد الفجر,2018-Ar-03177,False,False,False,False,True,True,True,False,False,False,False
وجع بطني مب وقته ابد,2018-Ar-00203,True,False,True,False,False,False,False,False,True,False,False
بهجت الساعاتي مثال لصاخب الي لو مسمعتش كلامه هتروح في داهيه 😓 ولو سمعت كلامه هتروح في ستين داهيه 😂😂 ريح المدام,2018-Ar-04017,False,True,False,False,True,False,True,True,False,False,False
لما تسعي لامر وبكامل قواك العقليه واذا حصلت عليه فجاه يجيك احساس خوف ورهبه وتندم علي هالخطوه 😩 💔 وش هالخبال ياانا,2018-Ar-01536,False,False,False,True,False,False,False,False,True,False,False
المشكله تجاوزت انكار المنكر الي الفرح به والشماته والانتصار للنفس والانتقام من الشيخ لوقوفه ضد منكرات سابقه,2018-Ar-04324,True,False,True,False,False,False,False,False,False,False,False
موامره قطريه علي السعوديه ياي انا خايف وكتير مرعوب بقلمرومنصي حنون,2018-Ar-02324,False,False,False,True,False,False,False,False,False,False,False
احتفالات عيد الرياض يا سلام عندنا الجسر المعلق وطريق الملك خريص فديت السياحه والترفيه يخقق 😊,2018-Ar-00047,False,False,False,False,True,False,True,False,False,False,False
للامانه تجذبني الاشخاص اللي فيهم غموض وثقل اخ ومايعطون مجال لاي احد يجذبوني الناس اللي عندهم جانب لطيف بشخصيتهم بس مايطلعونه دايما,2018-Ar-01817,False,False,False,False,False,False,False,False,False,False,True
هه لا الوضع مو طيب معاك يحتاج لك دكتور متخصص لا تتردد بالتواصل معنا عشان نشوف لك حل,2018-Ar-03465,False,False,False,False,False,False,False,False,False,False,False
كم اتمني ان اقتل هذا الفتي بداخلي فانه دائما ينظر للبريق باعين مرتجفه العروق اخترقت صلبه عينيه حتي تحولت الي سيول من الدماء,2018-Ar-00663,True,False,False,False,False,False,False,True,True,False,False
شكرا والله ماقصرتو مفاجئه فخمه ومرتبه وتكفي فرحه محمدوعبدالله فيها 👬 😭 😍 ❤️❤️ ضيف التوينز احتفاليه التوينز,2018-Ar-03186,False,False,False,False,True,True,True,False,False,True,False
انا مش قادر افهم ازاي الستات بيستحملوا يقرروا كل يوم كل يوم كل يوم هيطبخوا ايه كابوس,2018-Ar-02552,True,False,True,True,False,False,False,False,False,True,False
و بعدين يعني مااا اشوف المسلسل 😤,2018-Ar-01168,True,False,False,False,False,False,False,False,True,False,False
لو قلت لك قصه حياتي بالابيات كان ادمعت عينك بدل دمعها دم قصه تعاسه حزن الام واهات جرح وعذاب القلب هم وري هم,2018-Ar-02444,False,False,False,False,False,False,False,False,True,False,False
كل تلك الاكتاف قادره علي حمل راسك لكن و ل سوء حظك ليس بينهم الكتف التي تحب وجع,2018-Ar-01490,False,False,False,False,False,False,False,False,True,False,False
لو خايف علي الكنيسه كنت امنتها ولو امنتها وحصل تفجير يبقي انت فااشل عارفين مين عمل كده وعمل كده لي و علشان اي حسبي الله عليكم,2018-Ar-04350,True,False,False,False,False,False,False,False,False,False,False
مو خايفه من المسائل قد خوفي من البلاوي الثانيه 🌚,2018-Ar-02706,True,False,False,True,False,False,False,False,False,False,False
هههههههههههههههههههههههههههه و الله العظيم هالحساب ارهب شيء صار بيومي,2018-Ar-01508,False,False,False,False,True,False,False,False,False,False,False
مفيش ولا سبب حلوا ياكدلي الي انا ممكن اعيش بائس,2018-Ar-03704,False,False,False,False,False,False,False,True,True,False,False
وش هالجيران 😡 ازعاج 😩,2018-Ar-00908,True,False,False,False,False,False,False,False,False,False,False
لو اللي باقي من عمري هعيشه حزين مش عاوز اعيش عمري ولو ليومين 😢 ن وني 😢,2018-Ar-00006,False,False,False,False,False,False,False,True,True,False,False
الاستماع الي الاب اثناء عصبيتهوصراخه مثل قراءه شروط وقوانين مواقعالانترنت ما بتفهم شي بس بتضغط موافق 👍😅😂😂😂😂 لانا,2018-Ar-02711,True,False,True,False,False,False,False,True,False,False,False
بشر خوفناكم بترامب معانا 😜😉,2018-Ar-02708,False,False,False,True,False,False,False,False,False,False,False
و تمر في بالي مثل الصبح مسرور شمسك تجيب النور و ضحكاتك ظلالي ❤️,2018-Ar-04385,False,False,False,False,True,True,False,False,False,False,False
موضوع كريستيانو مسوي قلق فالتايم لاين عندي اكثر من قطر بكبرها,2018-Ar-02105,True,False,False,True,False,False,False,True,False,False,False
صباحك انا وبكل سرور,2018-Ar-02455,False,False,False,False,True,True,True,False,False,False,False
اليوم العالمي للاكتياب ١ الاكتئاب جحيم لايطاق لايعرفه الا من جربه خفقان قلب الام نفسيه احباط حزن قهر خمول وخاصه في الجهه اليسري,2018-Ar-03710,False,False,False,False,False,False,False,True,True,False,False
حاربت فيك الدنيا بناسها لين هدمتني بخذلانك,2018-Ar-01303,True,False,False,False,False,False,False,True,True,False,False
يااارب حاسه روحي جد تعباانه نتمني انخش لخيمه عزاء نبكي وانفس ع نفسي شويه وما يسالني علاش تبكي 😢😢😢😢,2018-Ar-00328,False,False,False,False,False,False,False,True,True,False,False
اه تلو اه ماذا بك سيجمعني حزن اخر شجن حنين ان الحزن لا يحتاج لزينه يكفيه وجه النساء ليكون علي ملامحهن نبيا,2018-Ar-03582,False,False,False,False,False,False,False,False,True,False,False
باقي ايام اللهم اجعل ختامها مسك وطيب بالافراح ايام قناه الغاليه ويجعل طيب صيتها في الاعالي يارب العالمين,2018-Ar-03256,False,False,False,False,True,True,True,False,False,False,False
بهجت الساعاتي مثال الصاحب الي لو مسمعتش كلامه هتروح في داهيه😓 ولو سمعت كلامه هتروح في ستين داهيه 😂😂 ريح المدام,2018-Ar-02033,False,False,False,False,True,False,False,False,False,False,False
دايماً كنت علي استعداد تام للتضحيه بجميع ما املك واخسر جميع علاقاتي من اجل سماحه خاطري ورضا مزاجي ولا زلت,2018-Ar-00989,False,False,False,False,False,False,True,False,False,False,False
اكتر حاجه بتضايقني لما الاقي حد مهمل ف عربيته 😤😤 العربيه روح زيها زي البني ادم بظبط لما تحافظ عليها هي بتحافظ عليك والله,2018-Ar-00741,True,False,True,False,False,False,False,False,False,False,False
الفيديوهات دي ممتعه قوي و بتعصبني 😠,2018-Ar-01081,True,False,False,False,True,False,False,True,False,False,False
دهس مصلين في لندن اي حادثه من الحوادث الي بتحصل في الغرب بيقولوا عليها حادثه بسب الارهابيين الا المسلمين لما تحصلهم حادثه محدش بيقول حاجه 😠,2018-Ar-02656,True,False,True,False,False,False,False,False,True,False,False
السكوت موجع والكلام ماهو الا زياده الم والجرح خذته وشابت به ايامي روضت العمر صبر والسنين طوال والقرار اصعب من دمعه يتيم اماني الروح,2018-Ar-02737,False,False,False,False,False,False,False,True,True,False,False
احلي مسلسل اذاعي بجد خفه دم عمرو و كنده و ايهاب فهمي مش معقوله رجعوني احب اسمع مسلسل في اذاعه😍😍,2018-Ar-03502,False,False,False,False,True,True,False,False,False,False,False
ماجد المهندس افادنا باخلاقه الطيبه وحسن سلوكه انتي تستصغرين منه علي اي اساس مع احترامي علي الاقل ماهو مهرج 😘,2018-Ar-01376,True,False,False,False,False,True,True,False,False,False,False
النهارده فيه كسل رهيب في الجو اول يوم احس بخنقه كده من اسبوع مثلا اللهم نشاط وفوقان كده يارب 🙏,2018-Ar-03803,False,False,False,False,False,False,True,False,True,False,False
متل ما اجا مطر بنص الصيف رح تجي فرحه بنص الوجع يارب,2018-Ar-01566,False,False,False,False,False,False,True,False,False,False,False
هاموره تقتبس كلامي وتفسره علي كيفها وتشتمني بعدين اذا حققت مرادها تبلكني قصه افلاس قصيره غيره حقد,2018-Ar-03645,True,False,True,False,False,False,False,False,False,False,False
احياناً احس اني روحي خُلقت في مكان اخر والا وش تفسير الاستياء من لحظه ولادتي الي الان من العيش في السعوديه,2018-Ar-02037,True,False,False,False,False,False,False,True,True,False,False
يسوي نفسه حزين علي فراقي وانا ادري انه اسعد انسان بدنيا,2018-Ar-02535,True,True,True,False,False,False,False,True,True,False,False
بهجه امل ٨٨اجمل حاجه في الحياه لما ماما تشوفني مضايقه من شي و تقولي امل من علمني دايما انو اي موقف مو كويس حيعدي و انو اضحكي و استانسي😍💕,2018-Ar-03731,False,False,False,False,True,True,True,False,False,False,False
يفسرون غضبي شر يفسرون مزاجي المتقلب نفاق كل ما اصبح حزين وغاضب يخبروني بان هذه شخصيتي الحقيقه وكاني جبل يتحمل كل شي ولا يحس,2018-Ar-02380,True,False,False,False,False,False,False,False,True,False,False
اكره السلبييييييين ياخي لا تسوي فيها انك فاهم الكُفت وانت ما تدري ايش بيسير خلي سلبياتك لنفسك 😡😡😡😡,2018-Ar-00985,True,False,False,False,False,False,False,False,False,False,False
يارب بحق سقوط المطر حقق كل امنياتي وابعد عني وعن احبتي كل شر واحفظهم لي 🙏 مطر 💦 💦 💓 💓,2018-Ar-04381,False,False,False,False,False,True,True,False,False,False,True
اقسي شعور يراودك وانت مخذول 💔 اننك علي كثر الوجع كنت طيب,2018-Ar-01700,False,False,False,False,False,False,False,False,True,False,False
ابي حمام بغرفتي عشان اتروش و اخرج و مايكون قدامي ناس لاني صرت اخاف اذا تروشت و طلعت و لقيت قدامي احد او سمعته يسولف مدري شعور يضايق ويخوف,2018-Ar-02865,True,False,False,True,False,False,False,False,True,False,False
حفظت السور اللي بتيجي في الامتحان وطلع الدكتور مبيكررش الاسئله حاجه مرعبه يعني,2018-Ar-02173,False,False,False,True,False,False,False,False,False,False,False
بعدين متقوقع كيف غريب اصلا ان تضرب امثله خارج ظروفك الموضوعيه علی الساحه الاقليميه والمحليه والدوليه وادوات التي تملكها,2018-Ar-02721,True,False,True,False,False,False,False,False,False,False,False
يارب ايام جميله و اخبار مفرحه و نفس مقتنعه و قلب مرتاح و راحه بال و توفيق من عندك 💕 ✨,2018-Ar-01740,False,True,False,False,True,True,True,False,False,False,False
فول تعب عقب التمرين بس احلي شعور خميس ويكند قطر رياضه الحمدالله,2018-Ar-03082,False,False,False,False,True,True,True,False,False,False,False
الاتراك تاريخهم اسود ملطخ بدماء المسلمين وغير المسلمين الله ينتقم منهم,2018-Ar-03258,True,False,False,False,False,False,False,False,False,False,False
ايوه انا اللي بغلط دايما وانتو ماشاء الله بتشخو كنافه بالمانجه 😤,2018-Ar-03738,True,False,True,False,False,False,False,False,False,False,False
انا ڪنت زعلان شويﮧ مش اڪتر 💔 ✋ ڪنت محتاج شويﮧ وقت م انش لازم تسيبني 💔,2018-Ar-00008,False,False,False,False,False,False,False,False,True,False,False
خذاه الوقت و ظروفه و خلاني وحيد ما املك سوا صوره و تنهيده,2018-Ar-02580,True,False,False,False,False,False,False,False,True,False,False
لما تشتاق لشخص ميت هو الموت الاساسي تحس انك جسد بدون روح هو الذبول والوجع الي ما تحس فيه ولا تقدر توقف,2018-Ar-00576,False,False,False,False,False,False,False,False,True,False,False
مكرهش ف حياتي قد الشخصيه الماديه 😠,2018-Ar-03434,True,False,True,False,False,False,False,False,False,False,False
استرق النظر الاحظ ارتجاف اصابعك الحركه الرقيقه لعنقك اثناء ابتلاعك لريقك يدك الحائره تاره بين خصلات شعرك وتاره حول فمك,2018-Ar-01522,False,True,False,False,False,True,False,False,False,False,False
فرحو المواطنين تره الشعب محتاج فرحه ويستاهل خير الكويت خلوه علي الكويتين شوي,2018-Ar-00040,False,False,False,False,True,False,True,False,False,False,False
طز مدريد خيانه غدر,2018-Ar-01034,True,False,True,False,False,False,False,True,True,False,False
ودي ابني بيت لفقير محتاجه ودي اشوف فرحته و اعطيه عمل كاني بنيت له بدايه الطريق و هو يكمل بنفسه الله شعور جميل 😭 💙 ✨ حلمك مع طلبات,2018-Ar-00997,False,False,False,False,True,True,True,False,False,False,True
صلاه الفجر ابتسامهالسعداء وطمانينه الروح وعشق الانقياء لركعتين يرون بها نعيم الجنه,2018-Ar-02330,False,False,False,False,True,True,True,False,False,False,False
شويه كلاب وحشرات ولا دم عندهم ولا نخوه اعلن الحداد في البلاد اللي ماتوا برضه بني ادمين ليه مصمم تبيع الدم قبل الارض مين المستفيد مين 😏 😏,2018-Ar-00440,True,False,True,False,False,False,False,False,False,False,False
واللي كلامهم زي المطر يسقينا وينبت فينا من كلامهم ورد كيف نجازيهم ياربي 💕,2018-Ar-02199,False,False,False,False,False,True,True,False,False,False,False
انتي مجموعه سعاده في قلب انسان 💜 😍 😘 بانتظار اللقاء الملكي ع نار 😭,2018-Ar-02145,False,True,False,False,True,True,True,False,False,False,False
مبسوطين ولله الحمد والمنه ولا حاسين بنقص ولا غمه الله يطول في اعمار حكامنا مش مخلينا محتاجين لحد,2018-Ar-01179,False,False,False,False,True,True,True,False,False,False,False
لا تدققيين والله ضغطي مرتفع وزاقه معي 😓,2018-Ar-04354,True,False,False,False,False,False,False,True,True,False,False
اذان الجمعه علي اصوات المطر رائحه البخور قهوه امي ضحكه ابوي ما بقي حزن بالدنيا,2018-Ar-00863,False,False,False,False,True,True,True,False,False,False,False
عبدالله الفوزان دموعه علي فراق والديه والحرقه الي عليهم تخليك توقف بينك وبين نفسك وتقول وش هالدنياء يالله اللهم ارزقني برهم,2018-Ar-02074,False,False,False,False,False,False,False,False,True,False,False
من المعيب ان تدفع اموال طائله علي زينه الاحتفالات والبهرجه الفانيه والله يقول من ذا الذي يقرض الله قرضا حسنا فيضاعفه له اضعافا كثيره,2018-Ar-00583,True,False,True,False,False,False,False,False,True,False,False
شاهين باحتفاليه مسرح السلام السعاده في القرب من الله,2018-Ar-00688,False,False,False,False,True,True,True,False,False,False,False
اسعد امك بسهم تصدق بنيه ما تريد الوقف موجود اليوم بكرا مو موجود الوقف هذا لك بالدنيا والاخره والي خايف ان الوقف كذب الوقف كان بقناه بدايه,2018-Ar-01321,False,False,False,False,False,True,True,False,False,False,False
قالت لزوجها شايف الرجال اللي يرقص ذاك 😊 قال لها ايه شايفه😊 قالت ذا قبل خمس سنوات تقدم لي ورفضته😨 قال لها ما شاء الله الي الان يحتفل 😂😂😂,2018-Ar-00621,False,False,False,False,True,False,False,True,False,False,False
وصلني ع الخاص منذ قليل من صديق اكثر الناس حرصا علي عدم اثاره الفزع في قلوب العصافير هو الصياد,2018-Ar-00994,False,False,False,False,False,False,False,False,False,False,False
ياما حاولت الفراق و ماقويت كنت ابي انساه لكن مانسيت,2018-Ar-04004,False,False,False,False,False,False,False,True,True,False,False
حتي خرج لنا جيل مسعور جنسيا ومتعطش لاي احتكاك جيل تفكيره منصب بالكامل علي الجنس جيل قليل الوعي جيل منافق ومستشرف,2018-Ar-02366,True,False,True,False,False,False,False,True,True,False,False
بس تبلش دعايه بتحِس بدك تقول للبِنت يلي عم تعمل الدعايه بعذبِك لو سمحتي كلي خري ازعاج انو تار قرف,2018-Ar-02372,True,False,True,False,False,False,False,True,False,False,False
ربي اجعل امي سعيده الدارين قريره العينين لا تشكي هم ولا حزن ولا مرض واحفظها لي فهي لي الدنيا باكملها❤️ 😴,2018-Ar-00479,False,False,False,False,True,True,True,False,False,False,False
المشكله في ضميرك مو الاكل اسفليه 😗,2018-Ar-02076,True,False,True,False,False,False,False,True,False,False,False
بركات تصدق اسم حلو هاسيبهم لوقت العوزه وانا عارف انك بتخاف من امك,2018-Ar-03805,False,False,False,False,False,True,False,False,False,False,False
من الفرحه مدري وش اغرد,2018-Ar-00855,False,False,False,False,True,False,False,False,False,False,False
شوفت قسوه و ظلم ليه من ناس كتير دول باعوني و ندموني علي حسن الضمير,2018-Ar-04242,True,False,False,False,False,False,False,True,True,False,False
الف مليون مبروك الثقه الملكيه امير شاب وممارس للرياضه مثلك واثق انك راح تسوي نقله كبيره كلنا ثقه فيك ❤️❤️,2018-Ar-03812,False,False,False,False,True,True,True,False,False,False,True
المخابرات الحربيه بقت وصمه عار واهانه الدوله ومحاوله هدمها وطوله اللسان والبذائه بقت شرف والله الدنيا ماشيه بظهرها,2018-Ar-00887,True,False,True,False,False,False,False,False,False,False,False
في ناس كدا مجرد مانكلمهم لو دقيقه بنحس براحه وبنبقي فرحانين حتي لو قلنا ازيكوا وردوا بس ب الله يسلمك 💕,2018-Ar-04316,False,False,False,False,True,True,True,False,False,False,False
اخاف ان تقتل اولادنا التعاسه وضيق الاحتمالات جرعه امل ويعودا للحياه فلا تقلق,2018-Ar-02700,False,False,False,True,False,False,True,False,False,False,False
الحمدلله غيرنا مش لاقي ياكل 🙏 غربه,2018-Ar-02309,False,False,False,False,False,False,True,False,False,False,False
ابويتدور فرحتي وهي في مبسمك انت بس ابتسم ويبتسم قلبي معاك,2018-Ar-03035,False,False,False,False,True,True,False,False,False,False,False
طاري الموت يجيب لي قشعريرهياثر علي ويرجعني ثلاث سنين ورا,2018-Ar-00282,False,False,False,True,False,False,False,True,True,False,False
لما كلام اللي بيوجع ما يطلعش ساعه غضب او نرفزه يبقي حقيقي و ما ييقالوش عذر نعرف نسامح بي و ننسي اللي حصل,2018-Ar-02360,True,False,False,False,False,False,False,False,True,False,False
امان الا ذي 🤦 🏻 ‍♀️ اي امان ياقلبي انتي ابحثي شوفي قضاياهم شوفي كيف المراه مهانه عندهم شوفي قضايا الابتزاز والاعتداء,2018-Ar-02325,True,True,True,False,False,False,False,False,True,False,False
احساس دايم بالفراغ والضجر وحوله كثير اشياء تملي الفراغات,2018-Ar-03185,False,False,False,False,False,False,False,True,True,False,False
تجيني فترات ما اطول فالنوم عكس نومي اول اقوم بي شعور بالفزع و تانيب الضمير مع اني مالقيت السبب,2018-Ar-03431,False,False,False,True,False,False,False,False,True,False,False
في الم كده تحس انك بتربي من اول وجديد تبقي شبه الكتكوت المبلول يخليك تعد النجوم وتعد اي حاجه علشان تنسي المالاسنان وخلع الضرس,2018-Ar-01872,True,False,False,False,False,False,False,True,True,False,False
